abc1,abc2,abc3,abc4,Date,SI,OI
0.112033148,0.110349538,0.0975762,0.088884688,1/01/2008,0.027913696,0.035507
-0.029716587,-0.031247091,-0.031047212,-0.031564827,8/01/2008,0.004273568,0.052698
-0.012696504,-0.020548054,-0.023051319,-0.029825368,15/01/2008,-0.007724089,0.044116
0.03493002,0.033016426,0.033702935,0.034714159,22/01/2008,-0.036829706,-0.114905
0.105210097,0.123301181,0.13454846,0.142360742,29/01/2008,-0.008484292,0.02264
0.035480072,0.042817723,0.048950635,0.05328758,5/02/2008,-0.000404422,0.002717
0.03825337,0.033814753,0.032987272,0.032616104,12/02/2008,0.007441918,0.024511
0.015449234,0.012261169,0.011140143,0.010347874,19/02/2008,0.018066855,-0.0379
-0.023282092,-0.025623733,-0.026111273,-0.026646955,26/02/2008,0.020202629,0.050787
0.013878322,0.009837864,0.009422776,0.009548847,4/03/2008,0.009405419,0.045034
0.053470981,0.059031539,0.062053727,0.061774733,11/03/2008,0.007228653,0.033461
-0.067411269,-0.069978071,-0.067140562,-0.062952946,18/03/2008,-0.018506774,-0.077058
0.000607024,0.000945536,0.001390013,0.001632173,25/03/2008,-0.026066077,-0.044692
-0.10402512,-0.104638777,-0.102385024,-0.100399922,1/04/2008,-0.005707113,0.018978
-0.008191186,-0.007554882,-0.00821172,-0.008759312,8/04/2008,0.013188697,0.030681
-0.025449817,-0.028688857,-0.031515309,-0.033998879,15/04/2008,0.003599511,0.029047
-0.08242866,-0.09081077,-0.097496227,-0.102827263,22/04/2008,0.01564563,-0.104318
0.122591137,0.114398624,0.117773265,0.122325675,29/04/2008,-0.008240613,0.028401
-0.026248358,-0.026670726,-0.027468005,-0.027842647,6/05/2008,-0.000834636,0.056975
0.071215378,0.080658931,0.085944176,0.091235448,13/05/2008,0.000882085,0.054576
-0.029483238,-0.03419925,-0.038421419,-0.042161034,20/05/2008,-0.011614858,-0.12035
0.018296264,0.02018633,0.023164432,0.025755415,27/05/2008,-0.010767399,-0.017783
0.01255314,0.004873173,0.007409367,0.009148681,3/06/2008,-0.006376548,0.016793
0.022080483,0.019891118,0.018811181,0.0182181,10/06/2008,-0.007069217,0.063082
-0.111450268,-0.1182013,-0.121632421,-0.123116021,17/06/2008,-0.011414137,-0.083542
-0.013649395,-0.013732443,-0.014583221,-0.015514427,24/06/2008,0.011482426,-0.029132
-0.08780377,-0.088141974,-0.08167055,-0.077096356,1/07/2008,0.00471066,-0.011595
-0.080212447,-0.082803506,-0.086929399,-0.090900958,8/07/2008,-0.009733841,0.021798
0.044370511,0.041335269,0.039815633,0.037544931,15/07/2008,0.005901213,0.028133
-0.060926649,-0.061601509,-0.064597246,-0.067959472,22/07/2008,-0.019638223,-0.127036
-0.211907024,-0.208284381,-0.209612091,-0.211018331,29/07/2008,0.002449294,0.003162
0.074947481,0.075798554,0.074748722,0.074145859,5/08/2008,-0.003901735,0.028765
-0.015276466,-0.016872206,-0.018261683,-0.018924529,12/08/2008,-0.00291203,-0.007887
0.023879738,0.024481966,0.022088557,0.020203149,19/08/2008,0.017040012,-0.037657
-0.003773573,-0.003316318,-0.003976807,-0.004338346,26/08/2008,0.007294634,-0.016135
0.011257477,0.013894882,0.014211666,0.014058579,2/09/2008,-0.005299249,0.039253
0.003044467,0.001737245,0.001097857,0.000509509,9/09/2008,-0.006535733,0.004574
0.31223313,0.326355379,0.336429827,0.341500599,16/09/2008,0.010462568,0.010179
0.108978983,0.10518354,0.102242789,0.101086138,23/09/2008,0.021870677,-0.128241
-0.172375319,-0.162304011,-0.157287087,-0.152852283,30/09/2008,-0.000777011,-0.020977
0.037605599,0.035624972,0.031192372,0.028748052,7/10/2008,-0.0333085,-0.004842
0.32419919,0.343135029,0.35552931,0.357264791,14/10/2008,-0.005134689,0.002682
-0.012909719,-0.010808975,-0.009586587,-0.008446877,21/10/2008,0.002208153,-0.054554
0.01905619,0.015741266,0.015142445,0.014758843,28/10/2008,-0.008299302,0.037462
0.000971789,-0.00271593,-0.004394969,-0.00488802,4/11/2008,-0.001535558,0.052207
0.03758294,0.037479873,0.037703338,0.038188395,11/11/2008,-0.036515414,0.029374
0.093801361,0.091722462,0.086891072,0.083161597,18/11/2008,0.055669207,-0.032136
0.014720907,0.014499401,0.013949756,0.013697587,25/11/2008,-0.007295838,-0.001873
-0.002053693,-0.001017528,-0.000448262,-0.00014157,2/12/2008,-0.000529491,0.026744
-0.002194389,-0.00161015,-0.00141576,-0.001034052,9/12/2008,0.007292375,0.020555
-0.069287717,-0.052733011,-0.04076801,-0.034523177,16/12/2008,0.045696208,-0.00112
0.011107211,0.014825169,0.014750521,0.014352457,23/12/2008,0.008959437,-0.031371
0.042428804,0.03890238,0.040525744,0.041142075,30/12/2008,-0.008701706,0.033676
-0.004298362,0.001910254,0.002292576,0.002927695,6/01/2009,0.00787692,0.045974
0.059359656,0.044977466,0.038673043,0.036888925,13/01/2009,-0.020339491,0.031638
0.07152646,0.052648878,0.04151241,0.03457743,20/01/2009,-0.005846153,0.0035
-0.054600841,-0.01186545,-0.010026062,-0.009496576,27/01/2009,0.004556739,-0.004328
-0.000172115,-0.00056647,-0.001567413,-0.003725217,3/02/2009,-0.018112699,0.008243
-0.000450383,-0.000648551,-0.001650704,-0.002159374,10/02/2009,-0.009946199,-0.016652
0.006850418,-0.000451392,-0.005764483,-0.007420233,17/02/2009,0.023195399,-0.007335
0.001692436,0.011533171,0.01359497,0.014411274,24/02/2009,-0.0122101,-0.051084
-0.107740368,-0.081340953,-0.056431402,-0.048431352,3/03/2009,-0.0248271,0.012553
-0.102621412,-0.071577445,-0.056158643,-0.053120764,10/03/2009,-0.004523623,0.018529
0.016345673,0.011257612,0.009556248,0.009074568,17/03/2009,0.016253013,-0.01314
0.034146087,0.022212395,0.025917834,0.027970838,24/03/2009,0.003918187,-0.036873
0.023020878,0.018506113,0.012557882,0.009620595,31/03/2009,-0.009502485,-0.011553
-0.004944998,-0.011802454,-0.014278254,-0.015577451,7/04/2009,0.005049725,0.013625
-0.009820957,-0.000610352,0.004992742,0.00668164,14/04/2009,-0.006587814,0.030307
0.004373979,0.015153972,0.013786394,0.012342021,21/04/2009,-0.01696941,-0.052389
-0.032311141,-0.063497857,-0.074808862,-0.073295832,28/04/2009,0.013079152,-0.000894
-0.010537508,-0.004536764,-0.000867071,-8.34E-06,5/05/2009,-0.009690561,0.058618
0.062296866,0.059207057,0.06025043,0.0634795,12/05/2009,0.011879312,0.048852
-0.007315297,-0.011843726,-0.009152697,-0.007103358,19/05/2009,0.029750947,-0.15283
-0.000521193,0.001131693,0.001065449,0.001009688,26/05/2009,0.004402144,0.001889
-0.007981673,-0.012173397,-0.013260772,-0.011924398,2/06/2009,-0.003307597,0.095773
0.121575178,0.114063518,0.106440956,0.103505555,9/06/2009,0.006475962,0.012041
-0.003472355,-0.003686601,-0.00419315,-0.00488416,16/06/2009,-0.017722121,-0.005497
-0.042345653,-0.045437287,-0.045369884,-0.043768065,23/06/2009,0.013390984,-0.087585
0.006734637,0.002908117,0.003901222,0.005043832,30/06/2009,-0.000292816,0.049271
0.000489363,0.003630747,0.002865303,0.00160561,7/07/2009,-0.021947366,0.002729
0.142429577,0.124954623,0.114000224,0.108659622,14/07/2009,0.000213236,0.041132
-0.117973105,-0.116943168,-0.111925718,-0.107241909,21/07/2009,-0.011493424,-0.05393
0.104121425,0.094078867,0.09517677,0.099393184,28/07/2009,0.001970147,0.023781
0.02171777,0.024885825,0.023343295,0.020438027,4/08/2009,0.024493516,0.029018
0.041418861,0.037233189,0.033007383,0.030139398,11/08/2009,-0.005297041,-0.030213
0.002983716,0.00246812,0.002151822,0.001952877,18/08/2009,-0.003748109,0.000787
-0.001085764,-0.001477569,-0.000946401,-0.000772786,25/08/2009,0.014758343,-0.014076
0.029011429,-0.005151635,-0.021264081,-0.028436393,1/09/2009,-0.009551377,0.005415
0.049117708,0.051924805,0.050607096,0.049609552,8/09/2009,0.003547872,0.013752
0.018638051,0.017065662,0.015276184,0.01398767,15/09/2009,0.009936941,0.019366
-0.025913092,-0.033659142,-0.036165657,-0.037692555,22/09/2009,0.017270422,-0.072764
-0.002006517,-0.006040984,-0.004888929,-0.004312491,29/09/2009,-0.019549974,0.05361
-0.016453491,-0.012831768,-0.015360992,-0.018318244,6/10/2009,0.004292544,0.070042
-0.093031554,-0.089161064,-0.089397696,-0.089757754,13/10/2009,0.014441334,0.014676
0.029121117,0.029484319,0.029930089,0.030213623,20/10/2009,0.006658675,-0.046837
0.034267088,0.033838959,0.03353418,0.033413415,27/10/2009,0.028659559,0.004184
-0.075823519,-0.085502039,-0.088125233,-0.085208291,3/11/2009,-0.002647986,-0.029485
-0.035097838,-0.040514836,-0.039486081,-0.039894519,10/11/2009,-0.015869632,0.043897
-0.090278841,-0.089637694,-0.09188736,-0.0917668,17/11/2009,-0.002219958,0.015122
-0.00586403,-0.008648878,-0.007261227,-0.00535137,24/11/2009,-0.005248859,-0.06727
0.000177748,0.003306028,0.004051074,0.004049187,1/12/2009,-0.000680095,0.026992
-0.006180022,-0.009506957,-0.011143259,-0.012272361,8/12/2009,-0.007462169,0.008112
0.054898458,0.056978442,0.056234744,0.054970602,15/12/2009,-0.011979302,-0.000808
-0.057372926,-0.050590409,-0.060455157,-0.067424429,22/12/2009,0.021208709,-0.057664
0.013030389,0.012880057,0.010382006,0.008318988,29/12/2009,0.014464189,0.025772
-0.024070968,-0.022613369,-0.025425704,-0.025755561,5/01/2010,0.009003773,0.046228
0.02711026,0.028847497,0.029434945,0.029373447,12/01/2010,0.015910658,0.069431
0.000922499,0.000635336,0.000672043,0.00086438,19/01/2010,-0.002864167,0.024036
-0.063253155,-0.07687385,-0.078688108,-0.078076579,26/01/2010,-0.025995124,-0.004242
0.195615261,0.226888487,0.237730836,0.246471112,2/02/2010,-0.012209178,0.040036
-0.001365812,-0.005093622,-0.00571191,-0.005659705,9/02/2010,-0.031056995,-0.053095
0.04929301,0.051935287,0.055627384,0.056454825,16/02/2010,0.020411645,-0.005978
0.020755229,0.020061862,0.020424456,0.020126967,23/02/2010,0.014091614,-0.021389
-0.014847482,-0.013986114,-0.012851615,-0.011638365,2/03/2010,0.003790782,0.0172
-0.011561173,-0.011535046,-0.012705299,-0.01439442,9/03/2010,0.010619184,0.050806
0.006133261,0.005740757,0.007671639,0.00954153,16/03/2010,0.010375733,0.009185
-0.023825137,-0.02702964,-0.028777773,-0.030749671,23/03/2010,-0.005266308,-0.058887
-0.020659899,-0.019605647,-0.017661032,-0.017646097,30/03/2010,0.005063977,-0.014693
-0.001164998,-0.001603098,-0.001770972,-0.00161657,6/04/2010,0.004130481,0.059561
0.016257604,0.013714438,0.012133595,0.009788521,13/04/2010,-0.013962096,0.048916
-0.082084357,-0.059831062,-0.041570241,-0.03170755,20/04/2010,0.008105198,-0.035454
-0.027800871,-0.039182725,-0.02858655,-0.022932365,27/04/2010,-0.011254601,0.039095
0.050376142,-0.060297016,-0.101555737,-0.114837079,4/05/2010,-0.002253907,0.049362
-0.015378355,-0.041456322,-0.029441109,-0.025255534,11/05/2010,-0.012833632,0.024908
0.048522863,0.090692357,0.091847255,0.089819644,18/05/2010,-0.014649588,-0.082327
0.132505082,0.167042348,0.174982285,0.174788785,25/05/2010,-0.01848727,-0.041914
-0.07363276,0.01226576,0.031736596,0.037346082,1/06/2010,-0.011850447,0.021027
-0.047397114,-0.038710109,-0.042673567,-0.045665707,8/06/2010,-0.004994598,-0.044712
-0.00111946,0.000122618,0.00032487,0.000286006,15/06/2010,0.011436457,0.014225
0.080918797,0.069289574,0.059421091,0.054727541,22/06/2010,0.00681468,-0.076401
-0.012608514,-0.006451938,-0.006229735,-0.005861257,29/06/2010,-0.001985136,-0.000457
-0.028341727,-0.031709929,-0.026126528,-0.020368833,6/07/2010,-0.00885626,0.012178
-0.002595708,-0.006561408,-0.007003917,-0.006573735,13/07/2010,0.006532618,0.004475
0.07767935,0.070890675,0.064214514,0.061865195,20/07/2010,0.002624712,-0.062145
-0.003689432,-0.001113386,-0.000760345,-0.000541368,27/07/2010,0.005966466,0.025846
-0.01423119,-0.01130418,-0.008309757,-0.008451156,3/08/2010,0.009360763,-0.00538
-0.040958924,-0.048458108,-0.049267591,-0.049477645,10/08/2010,0.002240801,0.039956
-0.010710272,-0.011307373,-0.011156411,-0.010342783,17/08/2010,0.001628532,-0.007265
0.031893515,0.028470229,0.0271801,0.026239796,24/08/2010,-0.027050768,-0.020556
0.047002509,0.037800084,0.034916848,0.034707143,31/08/2010,-0.011884523,0.061258
-0.002963215,-0.012038483,-0.020951009,-0.025628124,7/09/2010,-0.00224466,0.039189
0.032878248,0.038411584,0.037739564,0.038182564,14/09/2010,0.028384178,-0.010839
0.016646724,0.009721082,0.002402337,-0.001928564,21/09/2010,-0.003015532,-0.012278
-0.083654694,-0.084859727,-0.066135834,-0.054027361,28/09/2010,0.012987769,0.008641
-0.007920739,-0.007826705,-0.003782427,-0.000906738,5/10/2010,0.036266737,0.075178
-0.036473587,-0.029426038,-0.032364004,-0.034037975,12/10/2010,0.007273672,0.034111
-0.007800824,-0.011077242,-0.011058476,-0.011600515,19/10/2010,-0.018816165,-0.019223
0.001365534,0.000690104,-0.00051798,-0.001403436,26/10/2010,0.018954797,-0.028148
0.020753755,0.020578896,0.020058879,0.01930656,2/11/2010,0.00095256,0.038651
0.003732777,0.003530449,0.003410981,0.003209405,9/11/2010,0.006190108,0.052871
0.02630605,0.025998426,0.02645187,0.026834009,16/11/2010,0.025906826,-0.086421
0.045725372,0.053111522,0.055041821,0.055352358,23/11/2010,-0.016616281,-0.068571
-0.002434632,-0.002107185,-0.002381808,-0.003093711,30/11/2010,0.003178247,0.011122
-0.038696231,-0.039751453,-0.040660292,-0.040001615,7/12/2010,0.01971279,0.024794
0.065585001,0.061613149,0.063620516,0.063791617,14/12/2010,-0.01125171,0.01366
-0.022855744,-0.026677931,-0.025377544,-0.023505832,21/12/2010,-0.000764098,-0.011235
0.003682333,0.00428967,0.004224571,0.004062406,28/12/2010,-0.001187075,0.032445
-0.005623158,-0.005161562,-0.005067797,-0.005232496,4/01/2011,-0.014349601,0.069237
-0.053280586,-0.048908387,-0.04326488,-0.036758442,11/01/2011,0.011011302,0.030362
-0.005252535,-0.008185827,-0.010946624,-0.014737815,18/01/2011,-0.000974467,-0.009592
-0.018673392,-0.030341925,-0.032682936,-0.031825063,25/01/2011,-0.01605944,0.007603
-0.04181622,-0.030972373,-0.024594211,-0.02333143,1/02/2011,0.004113062,0.032343
0.04513761,0.041255265,0.032464655,0.02767429,8/02/2011,0.008026831,0.004664
-0.14887508,-0.112185351,-0.084664924,-0.070620544,15/02/2011,-0.001588874,0.023063
-0.024601303,-0.021491651,-0.016176615,-0.015800701,22/02/2011,0.039254361,-0.053075
-0.315759602,-0.279658153,-0.232439759,-0.201933791,1/03/2011,0.02785391,0.062925
-0.085276051,-0.08547729,-0.089269762,-0.097733589,8/03/2011,0.002016466,0.003025
0.062219399,0.053035535,0.052318926,0.051618042,15/03/2011,-0.014191405,0.008088
0.259790638,0.278264068,0.278441664,0.273565278,22/03/2011,0.00769087,-0.077018
0.007573549,0.002060305,-0.005494331,-0.01033013,29/03/2011,-0.000618535,0.012467
-0.013832217,-0.025279089,-0.032025118,-0.038491328,5/04/2011,-0.007189247,0.050681
0.009204456,0.008347292,0.008134758,0.007840286,12/04/2011,-0.007413898,0.017755
0.019857456,0.015826027,0.012570718,0.010200627,19/04/2011,0.011442687,-0.044622
-0.006683027,-0.005260657,-0.005137243,-0.004650343,26/04/2011,0.001132119,0.013809
0.034824713,0.035494222,0.029958658,0.02643014,3/05/2011,-0.015681897,0.070624
-0.02204185,-0.02334196,-0.026659432,-0.027816792,10/05/2011,-0.022520832,0.029471
-0.039383143,-0.05079452,-0.064098137,-0.06905636,17/05/2011,0.000402295,-0.070931
0.140890592,0.12946582,0.121096987,0.117319366,24/05/2011,0.002570502,-0.060792
-0.040022582,-0.044929842,-0.049242974,-0.051309683,31/05/2011,-0.004155079,-0.013658
0.018923694,0.019500324,0.018879003,0.01944205,7/06/2011,-0.010529872,0.007492
0.015907914,0.007329354,-0.000564644,-0.005906981,14/06/2011,-0.011212913,0.069017
-0.000488301,-0.000607942,-0.000637042,-0.000624272,21/06/2011,-0.007472978,-0.056
-0.078236318,-0.077883601,-0.082835273,-0.087438595,28/06/2011,-0.009225891,-0.004614
-0.001721508,-0.002091064,-0.001884062,-0.001380373,5/07/2011,0.002631163,-0.001922
0.069398134,0.063853746,0.061338595,0.061604266,12/07/2011,0.007191796,0.015865
-0.025176762,-0.022017913,-0.020610716,-0.01962154,19/07/2011,0.005626188,-0.044374
-0.001996361,-0.002392977,-0.003125064,-0.003664377,26/07/2011,0.00165561,0.01278
0.002045132,0.001219752,0.000539946,0.000446567,2/08/2011,-0.008988086,0.022316
0.16113926,0.15284154,0.14782258,0.149370581,9/08/2011,-0.009638977,0.035502
0.113156666,0.10199928,0.095448613,0.092277762,16/08/2011,-0.002247192,-0.011459
-0.006794375,-0.008312355,-0.008159029,-0.0075958,23/08/2011,0.008546188,-0.087765
-0.006008525,-0.005784538,-0.00583659,-0.005822107,30/08/2011,0.009097315,0.029547
0.003247291,0.003858983,0.002766638,0.001357114,6/09/2011,0.006221604,0.029104
-0.002352237,-0.001067616,-0.001619662,-0.001873119,13/09/2011,0.004745754,-0.0617
-0.011758837,-0.011447497,-0.010063436,-0.008759357,20/09/2011,0.004060306,-0.09701
-0.044528411,-0.047972337,-0.047356572,-0.046587694,27/09/2011,-0.017441717,0.015365
0.006591336,0.005651853,0.005297771,0.00518195,4/10/2011,-0.024186881,0.051221
0.053805707,0.052204809,0.051140852,0.050467946,11/10/2011,0.009431946,-0.007149
0.05082485,0.050052831,0.048609941,0.047733947,18/10/2011,0.0158716,0.006929
0.003092146,0.001881689,0.001357942,0.000896162,25/10/2011,0.014147775,-0.042666
-0.014149976,-0.011242905,-0.009143768,-0.007111598,1/11/2011,0.005159188,-0.043873
-0.001995213,-0.001588254,-0.001745352,-0.001764883,8/11/2011,0.002111679,0.021181
0.008925337,0.009351592,0.009718846,0.01036129,15/11/2011,0.005508104,-0.00908
-0.028870188,-0.028664278,-0.028238816,-0.028106298,22/11/2011,-0.006330513,-0.061507
-0.074208072,-0.078365484,-0.083105512,-0.086460768,29/11/2011,-0.001308426,0.006894
-0.003826907,-0.004348391,-0.004081138,-0.003561945,6/12/2011,-0.003214103,0.030032
-0.022381138,-0.02341883,-0.022183265,-0.020529312,13/12/2011,-0.006039519,0.013951
0.000921398,0.002739134,0.003093948,0.002204634,20/12/2011,-0.004573881,-0.047995
-0.030902495,-0.032535345,-0.032877605,-0.03341303,27/12/2011,0.002767936,0.027062
